0,1,2,3,4,5,6,7,8
2017/05/16(星期二),4670,0,4170,0.0,4100.0,0.0,3100.0,0.0
2017/05/17(星期三),4700,30,4200,30.0,4100.0,0.0,3100.0,0.0
2017/05/18(星期四),4760,60,4260,60.0,4100.0,0.0,3100.0,0.0
2017/05/19(星期五),4740,20,4240,20.0,4100.0,0.0,3100.0,0.0
2017/05/20(星期六),4740,0,4240,0.0,4100.0,0.0,3100.0,0.0
2017/05/22(星期一),4710,30,4210,30.0,4100.0,0.0,3100.0,0.0
2017/05/23(星期二),4750,40,4250,40.0,4100.0,0.0,3100.0,0.0
2017/05/24(星期三),4730,20,4230,20.0,4100.0,0.0,3100.0,0.0
2017/05/25(星期四),4740,10,4240,10.0,4100.0,0.0,3100.0,0.0
2017/05/26(星期五),4740,0,4240,0.0,4100.0,0.0,3100.0,0.0
2017/05/27(星期六),4750,10,4250,10.0,4100.0,0.0,3100.0,0.0
2017/05/31(星期三),4750,0,4250,0.0,4100.0,0.0,3100.0,0.0
2017/06/01(星期四),4780,30,4280,30.0,4100.0,0.0,3100.0,0.0
2017/06/02(星期五),4760,20,4260,20.0,4100.0,0.0,3100.0,0.0
2017/06/03(星期六),4790,30,4290,30.0,4100.0,0.0,3100.0,0.0
2017/06/05(星期一),4790,0,4290,0.0,4100.0,0.0,3100.0,0.0
2017/06/06(星期二),4800,10,4300,10.0,4100.0,0.0,3100.0,0.0
2017/06/07(星期三),4810,10,4310,10.0,4200.0,100.0,3200.0,100.0
2017/06/08(星期四),4800,10,4300,10.0,4100.0,100.0,3100.0,100.0
2017/06/09(星期五),4770,30,4270,30.0,4100.0,0.0,3100.0,0.0
2017/06/10(星期六),4760,10,4260,10.0,4100.0,0.0,3100.0,0.0
2017/06/12(星期一),4760,0,4260,0.0,4100.0,0.0,3100.0,0.0
2017/06/13(星期二),4760,0,4260,0.0,4100.0,0.0,3100.0,0.0
2017/06/14(星期三),4770,10,4270,10.0,4100.0,0.0,3100.0,0.0
2017/06/15(星期四),4760,10,4260,10.0,4100.0,0.0,3100.0,0.0
2017/06/16(星期五),4750,10,4250,10.0,4100.0,0.0,3100.0,0.0
2017/06/17(星期六),4750,0,4250,0.0,4100.0,0.0,3100.0,0.0
2017/06/19(星期一),4750,0,4250,0.0,4100.0,0.0,3100.0,0.0
2017/06/20(星期二),4740,10,4240,10.0,4100.0,0.0,3100.0,0.0
2017/06/21(星期三),4750,10,4250,10.0,4100.0,0.0,3100.0,0.0
2017/06/22(星期四),4760,10,4260,10.0,4100.0,0.0,3100.0,0.0
2017/06/23(星期五),4760,0,4260,0.0,4100.0,0.0,3100.0,0.0
2017/06/24(星期六),4760,0,4260,0.0,4100.0,0.0,3100.0,0.0
2017/06/26(星期一),4760,0,4260,0.0,4100.0,0.0,3100.0,0.0
2017/06/27(星期二),4740,20,4240,20.0,4100.0,0.0,3100.0,0.0
2017/06/28(星期三),4770,30,4270,30.0,4100.0,0.0,3100.0,0.0
2017/06/29(星期四),4770,0,4270,0.0,4100.0,0.0,3100.0,0.0
2017/06/30(星期五),4760,10,4260,10.0,4100.0,0.0,3100.0,0.0
2017/07/01(星期六),4750,10,4250,10.0,4100.0,0.0,3100.0,0.0
2017/07/03(星期一),4730,20,4230,20.0,4100.0,0.0,3100.0,0.0
2017/07/04(星期二),4690,40,4190,40.0,4100.0,0.0,3100.0,0.0
2017/07/05(星期三),4710,20,4210,20.0,4000.0,100.0,3000.0,100.0
2017/07/06(星期四),4710,0,4210,0.0,4000.0,0.0,3000.0,0.0
2017/07/07(星期五),4700,10,4200,10.0,4000.0,0.0,3000.0,0.0
2017/07/08(星期六),4670,30,4170,30.0,4000.0,0.0,3000.0,0.0
2017/07/10(星期一),4660,10,4160,10.0,4000.0,0.0,3000.0,0.0
2017/07/11(星期二),4660,0,4160,0.0,4000.0,0.0,3000.0,0.0
2017/07/12(星期三),4670,10,4170,10.0,4000.0,0.0,3000.0,0.0
2017/07/13(星期四),4660,10,4160,10.0,4000.0,0.0,3000.0,0.0
2017/07/14(星期五),4650,10,4150,10.0,4000.0,0.0,3000.0,0.0
2017/07/15(星期六),4680,30,4180,30.0,4000.0,0.0,3000.0,0.0
2017/07/17(星期一),4690,10,4190,10.0,4000.0,0.0,3000.0,0.0
2017/07/18(星期二),4700,10,4200,10.0,4100.0,100.0,3100.0,100.0
2017/07/19(星期三),4710,10,4210,10.0,4100.0,0.0,3100.0,0.0
2017/07/20(星期四),4710,0,4210,0.0,4100.0,0.0,3100.0,0.0
2017/07/21(星期五),4730,20,4230,20.0,4100.0,0.0,3100.0,0.0
2017/07/22(星期六),4740,10,4240,10.0,4100.0,0.0,3100.0,0.0
2017/07/24(星期一),4740,0,4240,0.0,4100.0,0.0,3100.0,0.0
2017/07/25(星期二),4730,10,4230,10.0,4100.0,0.0,3100.0,0.0
2017/07/26(星期三),4720,10,4220,10.0,4100.0,0.0,3100.0,0.0
2017/07/27(星期四),4750,30,4250,30.0,4100.0,0.0,3100.0,0.0
2017/07/28(星期五),4740,10,4240,10.0,4100.0,0.0,3100.0,0.0
2017/07/29(星期六),4760,20,4260,20.0,4100.0,0.0,3100.0,0.0
2017/07/31(星期一),4760,0,4260,0.0,4100.0,0.0,3100.0,0.0
2017/08/01(星期二),4760,0,4260,0.0,4100.0,0.0,3100.0,0.0
2017/08/02(星期三),4760,0,4260,0.0,4100.0,0.0,3100.0,0.0
2017/08/03(星期四),4750,10,4250,10.0,4100.0,0.0,3100.0,0.0
2017/08/04(星期五),4750,0,4250,0.0,4100.0,0.0,3100.0,0.0
2017/08/05(星期六),4730,20,4230,20.0,4100.0,0.0,3100.0,0.0
2017/08/07(星期一),4730,0,4230,0.0,4100.0,0.0,3100.0,0.0
2017/08/08(星期二),4740,10,4240,10.0,4100.0,0.0,3100.0,0.0
2017/08/09(星期三),4740,0,4240,0.0,4100.0,0.0,3100.0,0.0
2017/08/10(星期四),4780,40,4280,40.0,4100.0,0.0,3100.0,0.0
2017/08/11(星期五),4830,50,4330,50.0,4200.0,100.0,3200.0,100.0
2017/08/12(星期六),4830,0,4330,0.0,4200.0,0.0,3200.0,0.0
2017/08/14(星期一),4830,0,4330,0.0,4200.0,0.0,3200.0,0.0
2017/08/15(星期二),4800,30,4300,30.0,4200.0,0.0,3200.0,0.0
2017/08/16(星期三),4790,10,4290,10.0,4200.0,0.0,3200.0,0.0
2017/08/17(星期四),4820,30,4320,30.0,4200.0,0.0,3200.0,0.0
2017/08/18(星期五),4820,0,4320,0.0,4200.0,0.0,3200.0,0.0
2017/08/19(星期六),4820,0,4320,0.0,4200.0,0.0,3200.0,0.0
2017/08/21(星期一),4820,0,4320,0.0,4200.0,0.0,3200.0,0.0
2017/08/22(星期二),4820,0,4320,0.0,4200.0,0.0,3200.0,0.0
2017/08/23(星期三),4810,10,4310,10.0,4200.0,0.0,3200.0,0.0
2017/08/24(星期四),4810,0,4310,0.0,4200.0,0.0,3200.0,0.0
2017/08/25(星期五),4810,0,4310,0.0,4200.0,0.0,3200.0,0.0
2017/08/26(星期六),4810,0,4310,0.0,4200.0,0.0,3200.0,0.0
2017/08/28(星期一),4820,10,4320,10.0,4200.0,0.0,3200.0,0.0
2017/08/29(星期二),4880,60,4380,60.0,4200.0,0.0,3200.0,0.0
2017/08/30(星期三),4860,20,4360,20.0,4200.0,0.0,3200.0,0.0
2017/08/31(星期四),4840,20,4340,20.0,4200.0,0.0,3200.0,0.0
2017/09/01(星期五),4880,40,4380,40.0,4200.0,0.0,3200.0,0.0
2017/09/02(星期六),4880,0,4380,0.0,4200.0,0.0,3200.0,0.0
2017/09/04(星期一),4900,20,4400,20.0,4200.0,0.0,3200.0,0.0
2017/09/05(星期二),4900,0,4400,0.0,4200.0,0.0,3200.0,0.0
2017/09/06(星期三),4920,20,4420,20.0,4300.0,100.0,3300.0,0.0
2017/09/07(星期四),4910,10,4410,10.0,4300.0,0.0,3300.0,0.0
2017/09/08(星期五),4940,30,4440,30.0,4300.0,0.0,3300.0,0.0
2017/09/09(星期六),4940,0,4440,0.0,4300.0,0.0,3300.0,0.0
2017/09/11(星期一),4920,20,4420,20.0,4300.0,0.0,3300.0,0.0
2017/09/12(星期二),4910,10,4410,10.0,4300.0,0.0,3300.0,0.0
2017/09/13(星期三),4920,10,4420,10.0,4300.0,0.0,3300.0,0.0
2017/09/14(星期四),4910,10,4410,10.0,4300.0,0.0,3300.0,0.0
2017/09/15(星期五),4930,20,4430,20.0,4300.0,0.0,3300.0,0.0
2017/09/16(星期六),4900,30,4400,30.0,4200.0,100.0,3200.0,100.0
2017/09/18(星期一),4900,0,4400,0.0,4200.0,0.0,3200.0,0.0
2017/09/19(星期二),4900,0,4400,0.0,4200.0,0.0,3200.0,0.0
2017/09/20(星期三),4910,10,4410,10.0,4200.0,0.0,3200.0,0.0
2017/09/21(星期四),4890,20,4390,20.0,4100.0,100.0,3100.0,100.0
2017/09/22(星期五),4890,0,4390,0.0,4100.0,0.0,3100.0,0.0
2017/09/23(星期六),4890,0,4390,0.0,4100.0,0.0,3100.0,0.0
2017/09/25(星期一),4880,10,4380,10.0,4100.0,0.0,3100.0,0.0
2017/09/26(星期二),4900,20,4400,0.0,4100.0,0.0,3100.0,0.0
2017/09/27(星期三),4890,10,4390,10.0,4100.0,0.0,3100.0,0.0
2017/09/28(星期四),4880,10,4380,10.0,4100.0,0.0,3100.0,0.0
2017/09/29(星期五),4880,0,4380,0.0,4100.0,0.0,3100.0,0.0
2017/09/30(星期六),4860,20,4360,20.0,4000.0,100.0,3000.0,100.0
2017/10/02(星期一),4850,10,4350,10.0,4000.0,0.0,3000.0,0.0
2017/10/03(星期二),4850,0,4350,0.0,4000.0,0.0,3000.0,0.0
2017/10/05(星期四),4840,10,4340,10.0,4000.0,0.0,3000.0,0.0
2017/10/06(星期五),4830,10,4330,40.0,4000.0,0.0,3000.0,0.0
2017/10/07(星期六),4830,0,4330,0.0,4000.0,0.0,3000.0,0.0
2017/10/09(星期一),4880,50,4380,50.0,4000.0,0.0,3000.0,0.0
2017/10/11(星期三),4870,10,4370,10.0,4000.0,0.0,3000.0,0.0
2017/10/12(星期四),4880,10,4380,10.0,4000.0,0.0,3000.0,0.0
2017/10/13(星期五),4880,0,4380,0.0,4000.0,0.0,3000.0,0.0
2017/10/14(星期六),4900,20,4400,20.0,4000.0,0.0,3000.0,0.0
2017/10/16(星期一),4890,10,4390,10.0,4000.0,0.0,3000.0,0.0
2017/10/17(星期二),4880,10,4380,10.0,4000.0,0.0,3000.0,0.0
2017/10/18(星期三),4870,10,4370,10.0,4100.0,100.0,3100.0,100.0
2017/10/19(星期四),4840,30,4340,30.0,4000.0,100.0,3000.0,100.0
2017/10/20(星期五),4870,30,4370,30.0,4000.0,0.0,3000.0,0.0
2017/10/21(星期六),4860,10,4360,10.0,4000.0,0.0,3000.0,0.0
2017/10/23(星期一),4850,10,4350,10.0,4000.0,0.0,3000.0,0.0
2017/10/24(星期二),4860,10,4360,10.0,4000.0,0.0,3000.0,0.0
2017/10/25(星期三),4840,20,4340,20.0,4000.0,0.0,3000.0,0.0
2017/10/26(星期四),4850,10,4350,10.0,4000.0,0.0,3000.0,0.0
2017/10/27(星期五),4820,30,4320,30.0,4000.0,0.0,3000.0,0.0
2017/10/28(星期六),4830,10,4330,10.0,4000.0,0.0,3000.0,0.0
2017/10/30(星期一),4820,10,4320,10.0,4000.0,0.0,3000.0,0.0
2017/10/31(星期二),4830,10,4330,10.0,4000.0,0.0,3000.0,0.0
2017/11/01(星期三),4810,20,4310,20.0,4000.0,0.0,3000.0,0.0
2017/11/02(星期四),4840,30,4340,30.0,4000.0,0.0,3000.0,0.0
2017/11/03(星期五),4830,10,4330,10.0,4000.0,0.0,3000.0,0.0
2017/11/04(星期六),4810,20,4310,20.0,4000.0,0.0,3000.0,0.0
2017/11/06(星期一),4820,10,4320,10.0,4000.0,0.0,3000.0,0.0
2017/11/07(星期二),4840,20,4340,20.0,4000.0,0.0,3000.0,0.0
2017/11/08(星期三),4830,10,4330,10.0,4000.0,0.0,3000.0,0.0
2017/11/09(星期四),4840,10,4340,10.0,4000.0,0.0,3000.0,0.0
2017/11/10(星期五),4850,10,4350,10.0,4000.0,0.0,3000.0,0.0
2017/11/11(星期六),4850,0,4350,0.0,4000.0,0.0,3000.0,0.0
2017/11/13(星期一),4830,20,4330,20.0,4000.0,0.0,3000.0,0.0
2017/11/14(星期二),4830,0,4330,0.0,4000.0,0.0,3000.0,0.0
2017/11/15(星期三),4850,20,4350,20.0,4000.0,0.0,3000.0,0.0
2017/11/16(星期四),4830,20,4330,20.0,4000.0,0.0,3000.0,0.0
2017/11/17(星期五),4840,10,4340,10.0,4000.0,0.0,3000.0,0.0
2017/11/18(星期六),4870,30,4370,30.0,4000.0,0.0,3000.0,0.0
2017/11/20(星期一),4870,0,4370,0.0,4000.0,0.0,3000.0,0.0
2017/11/21(星期二),4830,40,4330,40.0,4000.0,0.0,3000.0,0.0
2017/11/22(星期三),4830,0,4330,0.0,4000.0,0.0,3000.0,0.0
2017/11/23(星期四),4850,20,4350,20.0,4000.0,0.0,3000.0,0.0
2017/11/24(星期五),4850,0,4350,0.0,4000.0,0.0,3000.0,0.0
2017/11/25(星期六),4830,20,4330,20.0,4000.0,0.0,3000.0,0.0
2017/11/27(星期一),4840,10,4340,10.0,4000.0,0.0,3000.0,0.0
2017/11/28(星期二),4850,10,4350,10.0,4000.0,0.0,3000.0,0.0
2017/11/29(星期三),4850,0,4350,0.0,4000.0,0.0,3000.0,0.0
2017/11/30(星期四),4830,20,4330,20.0,4000.0,0.0,3000.0,0.0
2017/12/01(星期五),4810,20,4310,20.0,4000.0,0.0,3000.0,0.0
2017/12/02(星期六),4820,10,4320,10.0,4000.0,0.0,3000.0,0.0
2017/12/04(星期一),4810,10,4310,10.0,4000.0,0.0,3000.0,0.0
2017/12/05(星期二),4810,0,4310,0.0,4000.0,0.0,3000.0,0.0
2017/12/06(星期三),4770,40,4270,40.0,4000.0,0.0,3000.0,0.0
2017/12/07(星期四),4770,0,4270,0.0,4000.0,0.0,3000.0,0.0
2017/12/08(星期五),4720,50,4220,50.0,4000.0,0.0,3000.0,0.0
2017/12/09(星期六),4720,0,4220,0.0,4000.0,0.0,3000.0,0.0
2017/12/11(星期一),4710,10,4210,10.0,4000.0,0.0,3000.0,0.0
2017/12/12(星期二),4700,10,4200,10.0,4000.0,0.0,3000.0,0.0
2017/12/13(星期三),4700,0,4200,0.0,4000.0,0.0,3000.0,0.0
2017/12/14(星期四),4730,30,4230,30.0,4000.0,0.0,3000.0,0.0
2017/12/15(星期五),4730,0,4230,0.0,4000.0,0.0,3000.0,0.0
2017/12/16(星期六),4730,0,4230,0.0,4000.0,0.0,3000.0,0.0
2017/12/18(星期一),4730,0,4230,0.0,4000.0,0.0,3000.0,0.0
2017/12/19(星期二),4740,10,4240,10.0,4000.0,0.0,3000.0,0.0
2017/12/20(星期三),4750,10,4250,10.0,4000.0,0.0,3000.0,0.0
2017/12/21(星期四),4760,10,4260,10.0,4000.0,0.0,3000.0,0.0
2017/12/22(星期五),4760,0,4260,0.0,4000.0,0.0,3000.0,0.0
2017/12/23(星期六),4770,10,4270,10.0,4000.0,0.0,3000.0,0.0
2017/12/25(星期一),4770,0,4270,0.0,4000.0,0.0,3000.0,0.0
2017/12/26(星期二),4800,30,4300,30.0,4000.0,0.0,3000.0,0.0
2017/12/27(星期三),4810,10,4310,10.0,4000.0,0.0,3000.0,0.0
2017/12/28(星期四),4830,20,4330,20.0,4000.0,0.0,3000.0,0.0
2017/12/29(星期五),4820,10,4320,10.0,4000.0,0.0,3000.0,0.0
2017/12/30(星期六),4840,20,4340,20.0,4000.0,0.0,3000.0,0.0
2018/01/01(星期一),4840,0,4340,0.0,4000.0,0.0,3000.0,0.0
2018/01/02(星期二),4830,10,4330,10.0,4000.0,0.0,3000.0,0.0
2018/01/03(星期三),4840,10,4340,10.0,4000.0,0.0,3000.0,0.0
2018/01/04(星期四),4830,10,4330,10.0,4000.0,0.0,3000.0,0.0
2018/01/05(星期五),4840,10,4340,10.0,4000.0,0.0,3000.0,0.0
2018/01/06(星期六),4830,10,4330,10.0,4000.0,0.0,3000.0,0.0
2018/01/08(星期一),4830,0,4330,0.0,4000.0,0.0,3000.0,0.0
2018/01/09(星期二),4830,0,4330,0.0,4000.0,0.0,3000.0,0.0
2018/01/10(星期三),4830,0,4330,0.0,4000.0,0.0,3000.0,0.0
2018/01/11(星期四),4840,10,4340,10.0,4000.0,0.0,3000.0,0.0
2018/01/12(星期五),4850,10,4350,10.0,4000.0,0.0,3000.0,0.0
2018/01/13(星期六),4880,30,4380,30.0,4000.0,0.0,3000.0,0.0
2018/01/15(星期一),4900,20,4400,20.0,4200.0,200.0,3200.0,200.0
2018/01/16(星期二),4890,10,4390,10.0,4200.0,0.0,3200.0,0.0
2018/01/17(星期三),4900,10,4400,10.0,4200.0,0.0,3200.0,0.0
2018/01/18(星期四),4880,20,4380,20.0,4200.0,0.0,3200.0,0.0
2018/01/19(星期五),4880,0,4380,0.0,4200.0,0.0,3200.0,0.0
2018/01/20(星期六),4880,0,4380,0.0,4200.0,0.0,3200.0,0.0
2018/01/22(星期一),4870,10,4370,10.0,4200.0,0.0,3200.0,0.0
2018/01/23(星期二),4870,0,4370,0.0,4200.0,0.0,3200.0,0.0
2018/01/24(星期三),4890,20,4390,20.0,4200.0,0.0,3200.0,0.0
2018/01/25(星期四),4900,10,4400,10.0,4200.0,0.0,3200.0,0.0
2018/01/26(星期五),4890,10,4390,10.0,4200.0,0.0,3200.0,0.0
2018/01/27(星期六),4880,10,4380,10.0,4200.0,0.0,3200.0,0.0
2018/01/29(星期一),4890,10,4390,10.0,4200.0,0.0,3200.0,0.0
2018/01/30(星期二),4880,10,4380,10.0,4200.0,0.0,3200.0,0.0
2018/01/31(星期三),4880,0,4380,0.0,4200.0,0.0,3200.0,0.0
2018/02/01(星期四),4880,0,4380,0.0,4200.0,0.0,3200.0,0.0
2018/02/02(星期五),4890,10,4390,10.0,4200.0,0.0,3200.0,0.0
2018/02/03(星期六),4880,10,4380,10.0,4200.0,0.0,3200.0,0.0
2018/02/05(星期一),4870,10,4370,10.0,4200.0,0.0,3200.0,0.0
2018/02/06(星期二),4890,20,4390,20.0,4200.0,0.0,3200.0,0.0
2018/02/07(星期三),4860,30,4360,30.0,4200.0,0.0,3200.0,0.0
2018/02/08(星期四),4830,30,4330,30.0,4200.0,0.0,3200.0,0.0
2018/02/09(星期五),4850,20,4350,20.0,4200.0,0.0,3200.0,0.0
2018/02/10(星期六),4850,0,4350,0.0,4200.0,0.0,3200.0,0.0
2018/02/12(星期一),4850,0,4350,0.0,4200.0,0.0,3200.0,0.0
2018/02/22(星期四),4850,0,4350,0.0,4200.0,0.0,3200.0,0.0
2018/02/23(星期五),4860,10,4360,10.0,4200.0,0.0,3200.0,0.0
2018/02/24(星期六),4860,0,4360,0.0,4200.0,0.0,3200.0,0.0
2018/02/26(星期一),4860,0,4360,0.0,4200.0,0.0,3200.0,0.0
2018/02/27(星期二),4870,10,4370,10.0,4200.0,0.0,3200.0,0.0
2018/02/28(星期三),4830,40,4330,40.0,4200.0,0.0,3200.0,0.0
2018/03/01(星期四),4830,0,4330,0.0,4200.0,0.0,3200.0,0.0
2018/03/02(星期五),4830,0,4330,0.0,4000.0,200.0,3000.0,200.0
2018/03/03(星期六),4840,10,4340,10.0,4000.0,0.0,3000.0,0.0
2018/03/05(星期一),4850,10,4350,10.0,4200.0,200.0,3200.0,200.0
2018/03/06(星期二),4850,0,4350,0.0,4200.0,0.0,3200.0,0.0
2018/03/07(星期三),4880,10,4380,30.0,4200.0,0.0,3200.0,0.0
2018/03/08(星期四),4860,20,4360,20.0,4100.0,100.0,3100.0,100.0
2018/03/09(星期五),4840,20,4340,20.0,4100.0,0.0,3100.0,0.0
2018/03/10(星期六),4840,0,4340,0.0,4100.0,0.0,3100.0,0.0
2018/03/12(星期一),4850,10,4350,10.0,4100.0,0.0,3100.0,0.0
2018/03/13(星期二),4850,0,4350,0.0,4100.0,0.0,3100.0,0.0
2018/03/14(星期三),4860,10,4360,10.0,4100.0,0.0,3100.0,0.0
2018/03/15(星期四),4860,0,4360,0.0,4100.0,0.0,3100.0,0.0
2018/03/16(星期五),4820,40,4320,40.0,4100.0,0.0,3100.0,0.0
2018/03/17(星期六),4800,20,4300,20.0,4100.0,0.0,3100.0,0.0
2018/03/19(星期一),4810,10,4310,10.0,4100.0,0.0,3100.0,0.0
2018/03/20(星期二),4820,10,4320,10.0,4100.0,0.0,3100.0,0.0
2018/03/21(星期三),4820,0,4320,0.0,4100.0,0.0,3100.0,0.0
2018/03/22(星期四),4850,30,4350,30.0,4100.0,0.0,3100.0,0.0
2018/03/23(星期五),4870,20,4370,20.0,4100.0,0.0,3100.0,0.0
2018/03/24(星期六),4880,10,4380,10.0,4100.0,0.0,3100.0,0.0
2018/03/26(星期一),4880,0,4380,0.0,4100.0,0.0,3100.0,0.0
2018/03/27(星期二),4890,10,4390,10.0,4100.0,0.0,3100.0,0.0
2018/03/28(星期三),4870,20,4370,20.0,4100.0,0.0,3100.0,0.0
2018/03/29(星期四),4850,20,4350,20.0,4100.0,0.0,3100.0,0.0
2018/03/30(星期五),4840,10,4340,10.0,4100.0,0.0,3100.0,0.0
2018/03/31(星期六),4840,0,4340,0.0,4100.0,0.0,3100.0,0.0
2018/04/02(星期一),4840,0,4340,0.0,4100.0,0.0,3100.0,0.0
2018/04/03(星期二),4870,30,4370,30.0,4100.0,0.0,3100.0,0.0
2018/04/04(星期三),4850,20,4350,20.0,4100.0,0.0,3100.0,0.0
2018/04/05(星期四),4850,0,4350,0.0,4100.0,0.0,3100.0,0.0
2018/04/06(星期五),4850,0,4350,0.0,4100.0,0.0,3100.0,0.0
2018/04/07(星期六),4850,0,4350,0.0,4100.0,0.0,3100.0,0.0
2018/04/09(星期一),4860,10,4360,10.0,4100.0,0.0,3100.0,0.0
2018/04/10(星期二),4860,0,4360,0.0,4100.0,0.0,3100.0,0.0
2018/04/11(星期三),4870,10,4370,10.0,4100.0,0.0,3100.0,0.0
2018/04/12(星期四),4890,20,4390,20.0,4100.0,0.0,3100.0,0.0
2018/04/13(星期五),4880,10,4380,10.0,4100.0,0.0,3100.0,0.0
2018/04/14(星期六),4880,0,4380,0.0,4100.0,0.0,3100.0,0.0
2018/04/16(星期一),4900,20,4400,20.0,4100.0,0.0,3100.0,0.0
2018/04/17(星期二),4900,0,4400,0.0,4100.0,0.0,3100.0,0.0
2018/04/18(星期三),4900,0,4400,0.0,4100.0,0.0,3100.0,0.0
2018/04/19(星期四),4910,10,4410,10.0,4100.0,0.0,3100.0,0.0
2018/04/20(星期五),4910,0,4410,0.0,4100.0,0.0,3100.0,0.0
2018/04/21(星期六),4890,20,4390,20.0,4100.0,0.0,3100.0,0.0
2018/04/23(星期一),4900,10,4400,10.0,4100.0,0.0,3100.0,0.0
2018/04/24(星期二),4890,10,4390,10.0,4100.0,0.0,3100.0,0.0
2018/04/25(星期三),4890,0,4390,0.0,4100.0,0.0,3100.0,0.0
2018/04/26(星期四),4890,0,4390,0.0,4100.0,0.0,3100.0,0.0
2018/04/27(星期五),4880,10,4380,10.0,4100.0,0.0,3100.0,0.0
2018/04/28(星期六),4880,0,4380,0.0,4100.0,0.0,3100.0,0.0
2018/04/30(星期一),4880,0,4380,0.0,4100.0,0.0,3100.0,0.0
2018/05/01(星期二),4870,10,4370,10.0,4100.0,0.0,3100.0,0.0
2018/05/02(星期三),4870,0,4370,0.0,4100.0,0.0,3100.0,0.0
2018/05/03(星期四),4870,0,4370,0.0,4100.0,0.0,3100.0,0.0
2018/05/04(星期五),4870,0,4370,0.0,4100.0,0.0,3100.0,0.0
2018/05/05(星期六),4870,0,4370,0.0,4100.0,0.0,3100.0,0.0
2018/05/07(星期一),4880,10,4380,10.0,4100.0,0.0,3100.0,0.0
2018/05/08(星期二),4880,0,4380,0.0,4100.0,0.0,3100.0,0.0
2018/05/09(星期三),4890,10,4390,10.0,4100.0,0.0,3100.0,0.0
2018/05/10(星期四),4900,10,4400,10.0,4100.0,0.0,3100.0,0.0
2018/05/11(星期五),4900,0,4400,0.0,4100.0,0.0,3100.0,0.0
2018/05/12(星期六),4890,10,4390,10.0,4100.0,0.0,3100.0,0.0
2018/05/14(星期一),4890,0,4390,0.0,4100.0,0.0,3100.0,0.0
2018/05/15(星期二),4880,10,4380,10.0,4100.0,0.0,3100.0,0.0
2018/05/16(星期三),4850,30,4350,30.0,4100.0,0.0,3100.0,0.0
2018/05/17(星期四),4850,0,4350,0.0,4100.0,0.0,3100.0,0.0
2018/05/18(星期五),4840,10,4340,10.0,4100.0,0.0,3100.0,0.0
2018/05/21(星期一),4830,10,4330,10.0,4100.0,0.0,3100.0,0.0
2018/05/22(星期二),4850,20,4350,20.0,4100.0,0.0,3100.0,0.0
2018/05/23(星期三),4850,0,4350,0.0,4100.0,0.0,3100.0,0.0
2018/05/24(星期四),4860,10,4360,10.0,4100.0,0.0,3100.0,0.0
2018/05/25(星期五),4870,10,4370,10.0,4100.0,0.0,3100.0,0.0
2018/05/26(星期六),4860,10,4360,10.0,4100.0,0.0,3100.0,0.0
2018/05/28(星期一),4860,0,4360,0.0,4100.0,0.0,3100.0,0.0
2018/05/29(星期二),4870,10,4370,10.0,3900.0,200.0,2900.0,200.0
2018/05/30(星期三),4870,0,4370,0.0,3900.0,0.0,2900.0,0.0
2018/05/31(星期四),4870,0,4370,0.0,3900.0,0.0,2900.0,0.0
2018/06/01(星期五),4870,0,4370,0.0,3900.0,0.0,2900.0,0.0
2018/06/02(星期六),4850,20,4350,20.0,3900.0,0.0,2900.0,0.0
2018/06/04(星期一),4840,10,4340,10.0,3900.0,0.0,2900.0,0.0
2018/06/05(星期二),4830,10,4330,10.0,3900.0,0.0,2900.0,0.0
2018/06/06(星期三),4850,20,4350,20.0,3900.0,0.0,2900.0,0.0
2018/06/07(星期四),4830,20,4330,20.0,3900.0,0.0,2900.0,0.0
2018/06/08(星期五),4850,20,4350,20.0,3900.0,0.0,2900.0,0.0
2018/06/09(星期六),4850,0,4350,0.0,3900.0,0.0,2900.0,0.0
2018/06/11(星期一),4860,10,4360,10.0,3900.0,0.0,2900.0,0.0
2018/06/12(星期二),4860,0,4360,0.0,3900.0,0.0,2900.0,0.0
2018/06/13(星期三),4850,10,4350,10.0,3900.0,0.0,2900.0,0.0
2018/06/14(星期四),4860,10,4360,10.0,3900.0,0.0,2900.0,0.0
2018/06/15(星期五),4870,10,4370,10.0,3900.0,0.0,2900.0,0.0
2018/06/16(星期六),4820,50,4320,50.0,3900.0,0.0,2900.0,0.0
2018/06/19(星期二),4840,20,4340,20.0,3900.0,0.0,2900.0,0.0
2018/06/20(星期三),4830,10,4330,10.0,3900.0,0.0,2900.0,0.0
2018/06/21(星期四),4810,20,4310,20.0,3900.0,0.0,2900.0,0.0
2018/06/22(星期五),4830,20,4330,20.0,3900.0,0.0,2900.0,0.0
2018/06/23(星期六),4830,0,4330,0.0,3900.0,0.0,2900.0,0.0
2018/06/25(星期一),4830,0,4330,0.0,3900.0,0.0,2900.0,0.0
2018/06/26(星期二),4830,0,4330,0.0,3900.0,0.0,2900.0,0.0
2018/06/27(星期三),4800,30,4300,30.0,3900.0,0.0,2900.0,0.0
2018/06/28(星期四),4800,0,4300,0.0,3900.0,0.0,2900.0,0.0
2018/06/29(星期五),4790,10,4290,10.0,3900.0,0.0,2900.0,0.0
2018/06/30(星期六),4790,0,4290,0.0,3900.0,0.0,2900.0,0.0
2018/07/02(星期一),4790,0,4290,0.0,3800.0,100.0,2800.0,100.0
2018/07/03(星期二),4770,20,4270,20.0,3800.0,0.0,2800.0,0.0
